ds,uid,pv
2023/5/30,100015778,1
2023/4/22,100015778,4
2023/5/24,100015778,1
2023/3/27,100015778,1
2023/4/15,100015778,1
2023/6/27,100015778,1
2023/6/16,100015778,1
2023/6/3,100015778,1
2023/6/21,100015778,1
2023/4/3,100015778,5
2023/3/29,100015778,1
2023/3/8,100015778,1
2023/7/4,100015778,1
2023/5/7,100015778,1
2023/3/1,100015778,5
2023/5/2,100015778,1
2023/4/28,100015778,1
2023/4/2,100015778,1
2023/3/24,100015778,2
2023/4/20,100015778,1
2023/3/26,100015778,1
2023/4/19,100015778,1
2023/3/3,100015778,4
2023/4/10,100015778,3
2023/7/6,100015778,1
2023/5/17,100015778,1
2023/5/11,100015778,1
2023/5/16,100015778,1
2023/5/12,100015778,1
2023/4/27,100015778,1
2023/4/4,100015778,3
2023/4/11,100015778,1
2023/4/17,100015778,1
2023/7/17,100015778,2
2023/5/25,100015778,1
2023/5/5,100015778,2
2023/3/2,100015778,1
2023/5/22,100015778,2
2023/7/29,100015778,1
2023/4/1,100015778,1
2023/7/26,100015778,1
2023/8/10,100015778,1
2023/3/30,100015778,1
2023/7/20,100015813,3
2023/7/17,100015813,4
2023/7/23,100015813,3
2023/8/30,100015813,5
2023/9/1,100015813,2
2023/8/15,100015813,3
2023/8/17,100015813,4
2023/8/8,100015813,1
2023/7/22,100015813,1
2023/8/14,100015813,2
2023/7/26,100015813,9
2023/8/19,100015813,2
2023/8/18,100015813,3
2023/7/12,100015813,7
2023/8/23,100015813,4
2023/8/28,100015813,9
2023/7/13,100015813,8
2023/8/27,100015813,2
2023/8/6,100015813,1
2023/7/27,100015813,2
2023/8/5,100015813,3
2023/8/25,100015813,5
2023/8/29,100015813,7
2023/7/31,100015813,7
2023/8/26,100015813,4
2023/8/31,100015813,6
2023/8/21,100015813,1
2023/7/18,100015813,7
2023/7/19,100015813,4
2023/7/14,100015813,3
2023/8/3,100015813,3
2023/8/2,100015813,2
2023/8/24,100015813,5
2023/8/13,100015813,1
2023/8/10,100015813,4
2023/7/25,100015813,3
2023/8/22,100015813,2
2023/7/24,100015813,3
2023/7/11,100015813,2
2023/8/16,100015813,5
2023/8/7,100015813,4
2023/8/11,100015813,3
2023/7/30,100015813,4
2023/8/4,100015813,7
2023/8/12,100015813,1
2023/7/21,100015813,4
2023/7/10,100015813,3
2023/8/1,100015813,8
2023/7/28,100015813,4
2022/9/20,100015850,1
2022/10/9,100015850,1
2022/9/17,100015850,1
2022/9/26,100015850,1
2022/9/21,100015850,1
2022/9/24,100015850,1
2022/9/1,100015899,2
2022/9/24,100015899,1
2022/9/16,100015899,3
2022/9/25,100015899,1
2023/2/12,100015899,3
2022/9/23,100015899,1
2022/9/21,100015899,1
2022/9/5,100015899,1
2022/9/20,100015899,1
2022/10/13,100015899,1
2023/2/11,100015899,3
2022/9/19,100015899,1
2022/9/22,100015899,1
2022/9/7,100015899,1
2022/9/18,100015899,1
2022/9/28,100015899,1
2023/2/13,100015899,1
2022/9/26,100015899,1
2023/4/28,100015901,2
2023/4/18,100015901,1
2023/4/27,100015901,1
2023/4/23,100015901,2
2023/4/21,100015905,1
2023/7/22,100015905,1
2023/6/27,100015905,1
2022/9/19,100015905,1
2023/8/4,100015905,2
2023/2/24,100015905,1
2023/3/15,100015905,2
2022/11/21,100015905,1
2023/5/2,100015905,1
2023/7/19,100015905,3
2023/7/5,100015905,1
2023/6/28,100015905,1
2023/8/8,100015905,1
2023/7/26,100015905,1
2022/9/15,100015905,1
2023/7/25,100015905,1
2023/3/31,100015905,2
2022/9/20,100015905,1
2023/7/14,100015905,4
2022/9/24,100015905,1
2023/8/3,100015905,1
2023/7/13,100015905,4
2023/7/6,100015905,1
2022/9/29,100015905,1
2023/7/15,100015905,2
2023/8/2,100015905,1
2023/3/8,100015905,1
2023/7/24,100015905,1
2023/7/18,100015905,1
2023/6/24,100015905,1
2023/6/26,100015905,1
2023/5/8,100015942,1
2023/5/7,100015942,1
2022/11/21,100015959,2
2022/9/1,100015959,1
2023/2/27,100015959,2
2022/9/6,100015959,1
2023/3/17,100015959,1
2022/9/17,100015959,1
2022/9/3,100015959,2
2023/7/11,100015959,1
2022/11/27,100015959,1
2023/3/24,100015959,1
2023/6/18,100015959,1
2023/1/27,100015959,1
2023/3/15,100015959,2
2023/6/9,100015959,2
2023/7/10,100015959,3
2022/11/26,100015959,1
2023/6/12,100015959,1
2023/2/1,100015959,1
2022/12/7,100015959,2
2023/6/13,100015959,1
2023/4/14,100015959,2
2023/6/5,100015959,2
2023/2/9,100015959,1
2022/12/6,100015959,2
2023/1/16,100015959,1
2022/9/7,100015959,2
2023/3/13,100015959,2
2022/12/3,100015959,1
2023/1/30,100015959,1
2023/3/10,100015959,1
2022/11/9,100015959,2
2023/7/6,100015959,1
2023/4/6,100015959,1
2023/2/15,100015959,1
2023/3/22,100015959,4
2023/2/20,100015959,1
2023/3/14,100015959,4
2023/2/10,100015959,3
2022/11/25,100015959,1
2023/2/8,100015959,1
2023/3/28,100015959,2
2023/6/10,100015959,1
2022/9/2,100015959,2
2023/5/16,100015959,1
2023/2/22,100015959,3
2022/11/18,100015959,1
2023/1/29,100015959,4
2022/11/14,100015959,1
2022/11/29,100015959,1
2022/11/16,100015959,1
2022/12/8,100015959,1
2023/2/6,100015959,3
2023/3/31,100015959,2
2022/11/28,100015959,1
2023/2/3,100015959,1
2022/11/23,100015959,1
2023/3/27,100015959,1
2023/3/30,100015959,1
2023/3/23,100015959,1
2023/6/6,100015959,1
2023/6/11,100015959,1
2023/7/13,100015959,2
2023/1/28,100015959,1
2023/2/2,100015959,2
2023/2/21,100015959,1
2022/9/18,100015959,1
2023/3/9,100015959,2
2022/11/17,100015959,1
2023/2/23,100015959,1
2023/6/14,100015959,2
2023/6/17,100015959,2
2023/3/18,100015959,2
2022/9/12,100015959,3
2023/6/2,100015959,1
2023/2/13,100015959,2
2023/3/28,100015970,1
2023/2/1,100015970,2
2023/2/20,100015970,5
2023/2/28,100015970,1
2022/9/9,100015970,1
2023/3/16,100015970,5
2023/5/19,100015970,1
2023/5/5,100015970,1
2023/5/22,100015970,1
2022/10/22,100015970,2
2023/3/27,100015970,3
2023/2/13,100015970,10
2023/7/14,100015970,1
2023/1/31,100015970,1
2023/1/2,100015970,1
2023/6/12,100015970,2
2023/5/20,100015970,2
2023/2/4,100015970,2
2022/11/17,100015970,1
2023/5/31,100015970,1
2022/11/10,100015970,1
2023/3/18,100015970,1
2023/7/28,100015970,2
2023/3/4,100015970,2
2022/10/27,100015970,1
2022/9/15,100015970,1
2023/7/7,100015970,1
2023/2/6,100015970,1
2022/12/19,100015970,1
2022/9/13,100015970,1
2022/11/29,100015970,1
2023/8/28,100015970,1
2022/10/29,100015970,1
2022/9/14,100015970,2
2022/9/28,100015970,1
2022/9/5,100015970,3
2023/3/8,100015970,2
2023/3/7,100015970,2
2023/3/6,100015970,5
2023/7/15,100015970,1
2022/10/15,100015970,1
2023/2/23,100015970,1
2023/2/9,100015970,5
2022/11/26,100015970,1
2023/7/22,100015970,1
2023/3/24,100015970,3
2022/12/6,100015970,1
2023/3/30,100015970,1
2023/3/17,100015970,1
2022/12/12,100015970,1
2023/4/1,100015970,1
2023/8/2,100015970,3
2023/6/14,100015970,1
2022/9/8,100015970,5
2022/12/10,100015970,1
2023/2/11,100015970,3
2023/6/19,100015970,3
2023/2/7,100015970,3
2022/9/16,100015970,1
2023/2/24,100015970,1
2023/2/2,100015970,7
2023/6/9,100015970,2
2023/5/15,100015970,1
2023/2/10,100015970,7
2023/6/3,100015970,1
2023/2/18,100015970,3
2022/9/26,100015970,1
2023/3/22,100015970,1
2023/2/25,100015970,1
2022/10/17,100015970,1
2022/12/5,100015970,4
2023/3/21,100015970,1
2023/2/27,100015970,2
2022/12/30,100015970,1
2023/2/22,100015970,1
2023/7/26,100015970,1
2023/8/21,100015970,1
2023/3/9,100015970,7
2023/2/16,100015970,3
2023/7/17,100015970,7
2023/6/10,100015970,1
2023/3/15,100015970,3
2023/7/25,100015970,2
2022/9/10,100015970,1
2023/6/21,100015970,2
2023/2/3,100015970,3
2023/8/3,100015970,2
2023/6/7,100015970,1
2023/3/2,100015970,4
2022/9/24,100015970,1
2023/3/3,100015970,10
2023/4/6,100015970,2
2023/7/31,100015970,1
2023/4/12,100015970,1
2022/12/31,100015970,2
2022/10/9,100015970,1
2023/3/1,100015970,2
2023/8/7,100015970,1
2023/2/14,100015970,2
2023/3/20,100015970,7
2023/7/18,100015970,4
2022/10/2,100015970,1
2023/7/1,100015970,1
2022/9/1,100015970,1
2022/9/7,100015970,2
2022/9/21,100015970,1
2023/4/26,100015970,1
2022/10/11,100015970,2
2022/9/17,100015970,1
2023/3/14,100015970,9
2022/9/12,100015970,1
2023/4/3,100015970,4
2023/5/29,100015970,1
2023/2/17,100015970,1
2023/6/24,100015970,1
2022/10/20,100015970,1
2023/5/24,100015970,2
2023/7/21,100015970,3
2023/8/10,100015970,1
2023/4/19,100015970,1
2022/9/3,100015970,1
2023/6/5,100015970,1
2022/9/29,100015970,1
2023/4/13,100015970,1
2022/10/5,100015970,2
2023/2/8,100015970,1
2023/6/29,100015970,1
2022/9/19,100015970,2
2023/2/7,100016045,1
2023/2/4,100016045,1
2023/2/2,100016045,1
2023/2/1,100016045,1
2023/2/8,100016045,1
2023/1/30,100016045,2
2023/3/15,100016078,2
2023/6/10,100016088,1
2023/6/4,100016088,1
2023/7/6,100016088,1
2023/7/24,100016088,1
2023/6/18,100016088,2
2023/8/14,100016088,1
2023/6/17,100016088,1
2023/7/23,100016088,2
2023/8/15,100016088,1
2023/4/17,100016198,1
2022/12/28,100016256,1
2023/1/2,100016256,1
2022/12/17,100016256,1
2022/12/9,100016256,1
2022/12/14,100016256,1
2022/12/16,100016256,1
2022/12/21,100016256,1
2023/1/6,100016256,1
2022/12/24,100016256,1
2022/12/18,100016256,1
2022/12/13,100016256,7
2023/5/29,100016277,2
2023/5/31,100016277,5
2023/5/18,100016277,7
2023/5/19,100016277,2
2023/6/8,100016277,1
2023/6/5,100016277,2
2023/6/11,100016277,2
2023/5/23,100016277,1
2023/5/26,100016277,1
2023/7/4,100016277,1
2023/5/28,100016277,2
2023/6/6,100016277,2
2023/5/22,100016277,2
2023/6/1,100016277,1
2023/5/17,100016277,10
2023/6/12,100016277,1
2023/5/24,100016277,1
2023/6/4,100016277,3
2023/5/20,100016277,4
2022/10/13,100016282,1
2022/9/6,100016282,1
2023/1/25,100016282,1
2022/10/12,100016295,3
2022/10/22,100016295,1
2022/10/23,100016295,2
2022/10/21,100016295,1
2022/10/15,100016295,3
2022/9/22,100016311,1
2022/11/22,100016311,1
2022/11/17,100016311,1
2022/11/3,100016311,1
2022/11/25,100016311,1
2022/12/1,100016311,1
2022/11/11,100016311,2
2022/10/27,100016311,1
2022/9/16,100016311,1
2022/11/1,100016311,3
2023/3/30,100016325,1
2023/7/7,100016325,1
2023/5/8,100016325,1
2023/6/21,100016325,1
2023/7/28,100016325,4
2023/3/26,100016325,1
2023/6/6,100016325,1
2023/5/30,100016325,3
2023/2/24,100016325,2
2023/2/20,100016325,1
2023/5/22,100016325,4
2023/6/23,100016325,1
2023/8/16,100016325,5
2023/4/27,100016325,1
2023/7/24,100016325,2
2023/8/27,100016325,7
2023/6/1,100016325,4
2023/7/20,100016325,1
2023/7/13,100016325,1
2023/2/25,100016325,1
2023/5/24,100016325,1
2023/8/31,100016325,5
2023/6/7,100016325,2
2023/6/29,100016325,2
2023/8/1,100016325,3
2023/8/8,100016325,2
2023/8/3,100016325,4
2023/8/12,100016325,1
2023/5/17,100016325,2
2023/6/11,100016325,1
2023/7/8,100016325,1
2023/6/8,100016325,1
2023/7/29,100016325,1
2023/2/23,100016325,1
2023/5/14,100016325,1
2023/6/20,100016325,5
2023/7/12,100016325,1
2023/7/25,100016325,1
2023/8/30,100016325,5
2023/5/26,100016325,1
2023/6/25,100016325,1
2023/6/13,100016325,1
2023/8/2,100016325,1
2023/7/4,100016325,2
2023/7/18,100016325,3
2023/4/30,100016325,1
2023/6/26,100016325,4
2023/6/2,100016325,2
2023/6/18,100016325,1
2023/8/28,100016325,9
2023/6/10,100016325,1
2023/8/15,100016325,3
2023/8/29,100016325,6
2023/2/21,100016325,1
2023/8/6,100016325,2
2023/7/10,100016325,1
2023/6/16,100016325,1
2023/5/31,100016325,2
2023/2/17,100016325,1
2023/7/27,100016325,3
2023/7/31,100016325,3
2023/5/16,100016325,1
2023/6/3,100016325,2
2023/5/27,100016325,3
2023/6/19,100016325,2
2023/3/28,100016325,1
2023/3/27,100016325,1
2023/5/29,100016325,2
2023/6/4,100016325,1
2023/8/15,100016368,1
2023/3/19,100016368,1
2023/3/11,100016368,1
2023/6/15,100016368,2
2023/3/2,100016368,2
2023/2/4,100016368,1
2022/11/27,100016368,4
2023/5/26,100016368,1
2023/5/7,100016368,1
2022/10/19,100016368,1
2023/7/4,100016368,1
2023/6/14,100016368,1
2023/6/7,100016368,1
2022/11/30,100016368,2
2023/5/15,100016368,1
2023/2/25,100016368,5
2023/2/24,100016368,4
2023/5/9,100016368,1
2022/12/5,100016368,2
2022/11/11,100016368,1
2023/8/2,100016368,1
2022/11/4,100016368,1
2023/6/3,100016368,3
2023/2/9,100016368,3
2022/10/10,100016368,2
2022/12/13,100016368,1
2022/10/5,100016368,1
2022/11/10,100016368,1
2022/10/27,100016368,1
2023/7/3,100016368,1
2023/2/27,100016368,3
2023/8/21,100016368,2
2023/8/28,100016368,2
2022/11/16,100016368,3
2022/10/23,100016368,2
2022/10/25,100016368,1
2023/5/11,100016368,3
2023/8/24,100016368,3
2023/7/27,100016368,1
2022/11/8,100016368,3
2023/8/4,100016368,1
2022/11/18,100016368,2
2023/2/13,100016368,4
2022/10/6,100016368,2
2022/10/9,100016368,1
2023/3/10,100016368,1
2022/11/26,100016368,4
2023/8/31,100016368,3
2022/11/14,100016368,2
2022/11/3,100016368,1
2023/2/21,100016368,3
2022/12/2,100016368,2
2022/11/23,100016368,1
2023/5/19,100016368,2
2023/6/12,100016368,1
2023/3/5,100016368,1
2023/5/12,100016368,1
2023/3/13,100016368,1
2022/11/1,100016368,2
2022/10/16,100016368,2
2022/11/28,100016368,1
2023/2/22,100016368,5
2023/7/29,100016368,1
2023/7/28,100016368,5
2022/11/20,100016368,1
2022/11/15,100016368,1
2023/8/16,100016368,1
2023/8/17,100016368,1
2022/10/24,100016368,2
2022/10/15,100016368,1
2023/5/28,100016368,1
2023/2/19,100016368,1
2022/10/31,100016368,1
2023/8/29,100016368,1
2022/9/1,100016424,4
2023/2/2,100016424,1
2023/2/3,100016424,2
2022/11/16,100016456,1
2022/11/14,100016456,1
2022/9/2,100016456,2
2022/9/5,100016456,3
2022/9/13,100016456,1
2022/9/8,100016456,2
2022/9/6,100016456,4
2022/9/1,100016456,2
2023/9/1,100016461,1
2022/9/5,100016549,12
2022/9/2,100016549,29
2022/9/8,100016549,16
2022/9/6,100016549,20
2022/12/22,100016621,1
2022/12/17,100016621,3
2022/12/26,100016621,1
2022/12/23,100016621,1
2022/12/20,100016621,6
2022/12/18,100016621,3
2022/12/19,100016621,1
2022/12/21,100016621,4
2023/7/11,100016869,1
2023/7/14,100016869,1
2023/7/7,100016869,2
2023/3/14,100016883,1
2023/3/13,100016883,1
2023/3/9,100016883,10
2023/3/10,100016883,10
2022/9/22,100016906,1
2023/5/22,100016908,1
2023/2/20,100016908,1
2023/5/19,100016908,1
2023/1/31,100016908,3
2023/4/3,100016908,1
2023/6/22,100016908,1
2023/1/15,100016908,1
2023/6/28,100016908,2
2023/2/16,100016908,3
2023/5/17,100016908,1
2023/2/10,100016908,2
2023/2/17,100016908,2
2023/3/14,100016908,1
2023/8/24,100016908,1
2023/2/6,100016908,1
2023/7/12,100016908,3
2023/8/10,100016908,1
2023/8/17,100016908,1
2023/6/12,100016908,2
2023/2/13,100016908,1
2023/6/5,100016908,1
2023/6/30,100016908,1
2023/2/23,100016908,1
2023/6/13,100016908,1
2023/7/5,100016908,5
2023/1/16,100016908,2
2023/2/9,100016908,1
2023/6/19,100016908,1
2023/2/8,100016908,3
2023/2/3,100016908,1
2023/3/30,100016908,1
2023/7/9,100016908,4
2023/2/18,100016908,1
2023/5/5,100016908,1
2023/8/8,100016908,1
2023/1/28,100016908,2
2023/5/12,100016908,2
2023/7/7,100016908,1
2023/6/29,100016908,2
2023/2/7,100016908,1
2023/1/30,100016908,4
2023/2/1,100016908,1
2023/4/10,100016908,1
2023/5/29,100016908,1
2023/8/13,100016908,2
2023/1/18,100016908,1
2023/2/14,100016908,3
2023/6/14,100016908,1
2023/5/4,100016908,1
2023/3/23,100016908,1
2023/3/22,100016908,1
2023/1/29,100016908,2
2023/1/12,100016908,2
2023/4/7,100016908,1
2023/3/4,100016908,2
2023/5/10,100016908,2
2023/2/15,100016908,1
2023/8/31,100016908,1
2023/7/3,100016908,2
2023/3/15,100016908,1
2023/6/23,100016908,2
2023/2/4,100016908,1
2023/1/13,100016908,1
2023/1/26,100016908,1
2023/2/2,100016908,1
2023/2/25,100016908,1
2023/4/25,100016914,1
2023/4/3,100016914,1
2023/3/10,100016914,8
2023/3/12,100016914,1
2023/4/6,100016914,1
2023/4/21,100016914,1
2023/3/11,100016914,1
2023/4/1,100016914,3
2023/3/31,100016914,5
2023/4/5,100016914,1
2023/6/26,100016924,1
2023/5/18,100016924,1
2023/5/16,100016924,1
2022/9/14,100016924,1
2023/8/23,100016924,1
2023/5/23,100016924,1
2023/6/2,100016924,1
2023/7/14,100016924,1
2023/8/21,100016924,2
2023/8/18,100016924,1
2023/6/4,100016924,1
2023/6/6,100016924,1
2023/5/26,100016924,1
2022/10/29,100016998,1
2022/11/24,100016998,2
2022/11/10,100016998,2
2022/10/26,100016998,2
2022/11/28,100016998,1
2022/11/8,100016998,1
2022/12/23,100016998,1
2022/10/22,100016998,4
2022/10/25,100016998,3
2022/12/10,100016998,1
2022/12/12,100016998,3
2022/11/7,100016998,1
2022/12/1,100016998,1
2022/11/2,100016998,1
2022/10/23,100016998,3
2022/11/3,100016998,1
2022/10/30,100016998,1
2022/11/5,100016998,1
2022/10/24,100016998,8
2022/11/15,100016998,1
2022/11/16,100016998,1
2023/4/12,100017001,5
2023/6/29,100017001,2
2023/5/8,100017001,8
2023/4/1,100017001,9
2023/4/26,100017001,7
2023/4/18,100017001,5
2022/9/28,100017001,10
2023/5/24,100017001,4
2023/7/11,100017001,5
2023/8/16,100017001,3
2023/2/8,100017001,18
2022/10/26,100017001,7
2023/5/25,100017001,2
2023/7/24,100017001,6
2023/3/10,100017001,29
2023/6/8,100017001,7
2023/5/4,100017001,11
2023/6/2,100017001,9
2022/9/8,100017001,2
2023/6/13,100017001,1
2023/3/4,100017001,1
2023/3/16,100017001,30
2023/4/8,100017001,2
2023/5/12,100017001,9
2023/7/26,100017001,3
2023/7/12,100017001,10
2023/4/2,100017001,10
2023/4/27,100017001,8
2023/8/2,100017001,4
2022/9/27,100017001,2
2023/6/26,100017001,1
2023/4/5,100017001,1
2023/4/6,100017001,13
2022/12/18,100017001,1
2023/2/20,100017001,19
2023/8/19,100017001,2
2023/8/25,100017001,2
2023/8/29,100017001,2
2022/12/13,100017001,3
2023/7/10,100017001,6
2022/12/15,100017001,9
2023/7/28,100017001,1
2023/4/28,100017001,2
2022/9/1,100017001,6
2023/2/28,100017001,28
2023/7/7,100017001,8
2023/3/21,100017001,46
2023/6/19,100017001,11
2022/9/11,100017001,1
2022/10/30,100017001,3
2022/9/21,100017001,14
2023/4/19,100017001,11
2023/6/11,100017001,2
2023/3/1,100017001,18
2023/5/30,100017001,5
2023/7/18,100017001,5
2022/9/9,100017001,2
2023/7/15,100017001,7
2023/8/27,100017001,2
2023/4/23,100017001,2
2022/9/29,100017001,8
2023/5/11,100017001,2
2022/9/6,100017001,7
2023/3/3,100017001,2
2023/5/5,100017001,10
2023/7/17,100017001,5
2023/8/13,100017001,2
2023/6/21,100017001,8
2023/7/3,100017001,6
2023/7/14,100017001,5
2022/10/22,100017001,9
2023/3/31,100017001,11
2022/9/22,100017001,2
2022/10/23,100017001,7
2023/5/6,100017001,9
2023/2/26,100017001,26
2023/4/16,100017001,27
2023/8/4,100017001,3
2023/4/9,100017001,20
2023/5/9,100017001,11
2023/7/5,100017001,6
2022/10/1,100017001,2
2023/2/17,100017001,10
2022/9/7,100017001,5
2023/3/25,100017001,3
2023/3/7,100017001,32
2022/9/15,100017001,2
2023/3/14,100017001,13
2023/3/15,100017001,14
2023/5/16,100017001,3
2022/9/5,100017001,10
2023/8/9,100017001,2
2023/5/19,100017001,6
2023/3/20,100017001,1
2023/3/17,100017001,21
2023/2/2,100017001,14
2023/2/18,100017001,18
2023/2/3,100017001,15
2023/8/21,100017001,1
2023/3/6,100017001,45
2022/9/30,100017001,5
2023/2/15,100017001,6
2023/3/23,100017001,11
2023/2/23,100017001,16
2023/7/21,100017001,1
2022/11/1,100017001,1
2023/8/24,100017001,1
2023/6/22,100017001,1
2022/10/27,100017001,6
2023/5/14,100017001,1
2022/9/12,100017001,1
2023/5/13,100017001,1
2023/1/31,100017001,5
2023/5/26,100017001,4
2023/6/30,100017001,8
2023/3/18,100017001,20
2023/5/1,100017001,3
2023/3/13,100017001,25
2023/8/26,100017001,2
2023/8/22,100017001,3
2023/3/24,100017001,8
2023/8/3,100017001,2
2023/3/26,100017001,21
2022/10/24,100017001,14
2022/9/14,100017001,6
2023/3/30,100017001,8
2022/10/29,100017001,3
2023/8/17,100017001,1
2023/3/5,100017001,6
2023/7/27,100017001,7
2023/8/14,100017001,2
2023/4/21,100017001,9
2023/2/10,100017001,13
2023/4/7,100017001,6
2023/2/22,100017001,5
2023/6/1,100017001,3
2023/8/30,100017001,1
2022/9/24,100017001,1
2023/7/9,100017001,3
2023/3/2,100017001,28
2023/5/28,100017001,2
2023/6/15,100017001,4
2023/8/11,100017001,3
2023/4/20,100017001,7
2023/4/24,100017001,10
2023/4/3,100017001,3
2023/5/10,100017001,7
2023/4/4,100017001,20
2023/5/2,100017001,4
2023/7/4,100017001,4
2023/7/20,100017001,5
2023/5/29,100017001,6
2023/4/17,100017001,10
2023/6/20,100017001,9
2023/2/19,100017001,7
2023/3/12,100017001,19
2023/3/8,100017001,38
2022/12/12,100017001,19
2022/9/25,100017001,7
2023/3/29,100017001,19
2022/9/2,100017001,5
2023/2/13,100017001,11
2023/2/11,100017001,2
2023/8/8,100017001,2
2023/7/25,100017001,8
2023/5/31,100017001,6
2023/8/10,100017001,3
2023/9/1,100017001,1
2022/12/11,100017001,23
2022/10/28,100017001,1
2023/8/28,100017001,4
2022/12/16,100017001,4
2022/9/16,100017001,1
2023/4/14,100017001,10
2022/9/13,100017001,5
2023/5/17,100017001,2
2023/5/7,100017001,8
2022/12/14,100017001,8
2023/4/10,100017001,15
2023/6/7,100017001,15
2022/9/4,100017001,2
2023/3/22,100017001,34
2023/5/15,100017001,7
2023/3/19,100017001,2
2022/10/31,100017001,12
2023/8/6,100017001,5
2023/8/5,100017001,4
2023/2/16,100017001,7
2023/4/22,100017001,18
2023/3/28,100017001,20
2023/8/15,100017001,1
2023/6/28,100017001,10
2023/7/30,100017001,2
2022/12/7,100017001,1
2023/3/11,100017001,2
2022/11/5,100017001,1
2023/2/1,100017001,18
2023/2/6,100017001,28
2023/7/6,100017001,2
2023/5/23,100017001,8
2023/2/4,100017001,3
2023/8/1,100017001,3
2022/10/21,100017001,2
2023/6/16,100017001,5
2023/3/9,100017001,25
2023/6/17,100017001,4
2023/7/8,100017001,5
2023/4/25,100017001,9
2023/6/24,100017001,2
2022/10/25,100017001,6
2023/8/7,100017001,4
2023/6/14,100017001,7
2022/9/23,100017001,6
2023/3/27,100017001,18
2023/6/27,100017001,7
2023/2/9,100017001,15
2023/2/7,100017001,26
2023/8/18,100017001,1
2023/2/24,100017001,19
2023/6/9,100017001,5
2023/2/27,100017001,23
2023/4/11,100017001,12
2023/2/14,100017001,6
2023/4/15,100017001,2
2023/7/1,100017001,3
2023/2/21,100017001,8
2023/5/18,100017001,12
2022/11/5,100017005,1
2022/10/26,100017005,4
2022/12/26,100017063,1
2023/2/12,100017063,1
2023/3/20,100017063,2
2023/3/22,100017063,1
2023/3/18,100017063,1
2022/10/24,100017063,1
2022/10/21,100017063,4
2023/3/8,100017063,1
2022/10/23,100017063,2
2022/12/7,100017063,1
2022/12/30,100017063,1
2022/10/22,100017063,1
2023/2/10,100017063,1
2022/12/5,100017063,2
2022/12/24,100017063,2
2022/12/27,100017063,1
2023/1/17,100017063,1
2023/3/7,100017063,1
2022/12/6,100017063,2
2023/1/2,100017063,1
2023/3/17,100017063,1
2023/1/8,100017063,2
2023/3/6,100017063,1
2023/3/21,100017063,3
2023/1/14,100017063,1
2023/1/9,100017063,1
2023/3/11,100017063,2
2023/1/4,100017063,1
2023/3/10,100017063,3
2023/3/9,100017063,1
2023/2/13,100017063,1
2022/12/23,100017063,1
2022/12/28,100017063,1
2023/5/24,100017093,3
2023/3/30,100017093,3
2023/8/7,100017093,1
2023/5/17,100017093,3
2023/8/28,100017093,1
2022/9/30,100017093,1
2022/9/26,100017093,2
2022/9/27,100017093,2
2023/5/6,100017093,3
2022/9/28,100017093,2
2023/8/8,100017093,4
2023/3/28,100017161,1
2023/3/3,100017161,1
2023/3/17,100017161,1
2023/3/6,100017161,2
2023/2/27,100017161,1
2023/3/8,100017161,1
2023/3/7,100017161,4
2023/3/10,100017161,1
2023/2/26,100017161,4
2023/2/28,100017161,1
2023/3/25,100017161,1
2023/2/24,100017161,5
2023/2/25,100017161,1
2023/7/30,100017181,1
2022/12/5,100017181,1
2023/2/12,100017181,1
2023/3/12,100017181,1
2023/7/19,100017181,1
2023/3/9,100017181,2
2023/8/13,100017181,2
2022/9/8,100017181,1
2023/8/4,100017181,1
2022/9/9,100017181,1
2022/12/12,100017181,1
2023/8/17,100017181,1
2023/7/15,100017258,1
2023/3/10,100017258,2
2023/5/8,100017258,1
2023/7/1,100017319,3
2023/4/26,100017319,1
2023/4/13,100017319,1
2023/8/21,100017319,1
2023/5/17,100017319,1
2023/5/23,100017319,15
2023/6/26,100017319,12
2023/6/6,100017319,9
2023/7/6,100017319,1
2023/5/29,100017319,8
2023/6/7,100017319,12
2023/6/20,100017319,4
2023/5/13,100017319,3
2023/4/25,100017319,1
2023/4/11,100017319,1
2023/6/24,100017319,9
2023/5/2,100017319,1
2023/5/24,100017319,6
2023/4/16,100017319,1
2023/5/26,100017319,6
2023/5/25,100017319,1
2023/5/12,100017319,1
2023/4/17,100017319,1
2023/6/19,100017319,28
2023/5/6,100017319,3
2023/5/8,100017319,2
2023/4/21,100017319,2
2023/8/31,100017319,1
2023/6/12,100017319,4
2023/4/24,100017319,1
2023/5/10,100017319,2
2023/7/5,100017319,16
2023/5/5,100017319,2
2023/4/27,100017319,1
2023/6/29,100017319,11
2023/6/1,100017319,2
2023/6/30,100017319,8
2023/4/12,100017319,2
2023/6/2,100017319,15
2023/7/4,100017319,7
2023/6/21,100017319,4
2023/5/31,100017319,8
2023/5/18,100017319,9
2023/6/3,100017319,17
2023/4/15,100017319,1
2023/6/25,100017319,18
2023/5/19,100017319,5
2023/6/28,100017319,7
2023/6/9,100017319,15
2023/5/30,100017319,4
2023/6/10,100017319,3
2023/7/3,100017319,11
2023/5/15,100017319,8
2023/6/27,100017319,11
2023/6/5,100017319,26
2023/4/26,100017321,1
2023/3/22,100017321,4
2023/4/14,100017321,1
2023/3/24,100017321,2
2023/3/29,100017321,1
2023/5/14,100017321,1
2023/5/9,100017321,4
2023/4/12,100017321,1
2023/3/16,100017321,2
2023/4/29,100017321,3
2023/5/18,100017321,1
2023/4/28,100017321,1
2023/5/16,100017321,2
2023/4/11,100017321,1
